// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:04 (4.6 sec)   *****
// Found 3 benchmarks:
//   PartitionedShutdownBenchmarks.DrainFullQueue: A_Published(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: B_Candidate(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/candidate,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
//   PartitionedShutdownBenchmarks.DrainFullQueue: C_PublishedControl(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadResult  214: 1 op, 96450.00 ns, 96.4500 us/op
WorkloadResult  215: 1 op, 95550.00 ns, 95.5500 us/op
WorkloadResult  216: 1 op, 96050.00 ns, 96.0500 us/op
WorkloadResult  217: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  218: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  219: 1 op, 96750.00 ns, 96.7500 us/op
WorkloadResult  220: 1 op, 115550.00 ns, 115.5500 us/op
WorkloadResult  221: 1 op, 97750.00 ns, 97.7500 us/op
WorkloadResult  222: 1 op, 97450.00 ns, 97.4500 us/op
WorkloadResult  223: 1 op, 95650.00 ns, 95.6500 us/op
WorkloadResult  224: 1 op, 96950.00 ns, 96.9500 us/op
WorkloadResult  225: 1 op, 97750.00 ns, 97.7500 us/op
WorkloadResult  226: 1 op, 105150.00 ns, 105.1500 us/op
WorkloadResult  227: 1 op, 106450.00 ns, 106.4500 us/op
WorkloadResult  228: 1 op, 100550.00 ns, 100.5500 us/op
WorkloadResult  229: 1 op, 100650.00 ns, 100.6500 us/op
WorkloadResult  230: 1 op, 99050.00 ns, 99.0500 us/op
WorkloadResult  231: 1 op, 100250.00 ns, 100.2500 us/op
WorkloadResult  232: 1 op, 98950.00 ns, 98.9500 us/op
WorkloadResult  233: 1 op, 106350.00 ns, 106.3500 us/op
WorkloadResult  234: 1 op, 99850.00 ns, 99.8500 us/op
WorkloadResult  235: 1 op, 98650.00 ns, 98.6500 us/op
WorkloadResult  236: 1 op, 98850.00 ns, 98.8500 us/op
WorkloadResult  237: 1 op, 99250.00 ns, 99.2500 us/op
WorkloadResult  238: 1 op, 98650.00 ns, 98.6500 us/op
WorkloadResult  239: 1 op, 98150.00 ns, 98.1500 us/op
WorkloadResult  240: 1 op, 98850.00 ns, 98.8500 us/op
WorkloadResult  241: 1 op, 98950.00 ns, 98.9500 us/op
WorkloadResult  242: 1 op, 105050.00 ns, 105.0500 us/op
WorkloadResult  243: 1 op, 97850.00 ns, 97.8500 us/op
WorkloadResult  244: 1 op, 99150.00 ns, 99.1500 us/op
WorkloadResult  245: 1 op, 98750.00 ns, 98.7500 us/op
WorkloadResult  246: 1 op, 99250.00 ns, 99.2500 us/op
WorkloadResult  247: 1 op, 116350.00 ns, 116.3500 us/op
WorkloadResult  248: 1 op, 111150.00 ns, 111.1500 us/op
WorkloadResult  249: 1 op, 113550.00 ns, 113.5500 us/op
WorkloadResult  250: 1 op, 111050.00 ns, 111.0500 us/op
WorkloadResult  251: 1 op, 112250.00 ns, 112.2500 us/op
WorkloadResult  252: 1 op, 115250.00 ns, 115.2500 us/op
WorkloadResult  253: 1 op, 112050.00 ns, 112.0500 us/op
WorkloadResult  254: 1 op, 111050.00 ns, 111.0500 us/op
WorkloadResult  255: 1 op, 133250.00 ns, 133.2500 us/op
WorkloadResult  256: 1 op, 111450.00 ns, 111.4500 us/op
WorkloadResult  257: 1 op, 151350.00 ns, 151.3500 us/op
WorkloadResult  258: 1 op, 146350.00 ns, 146.3500 us/op
WorkloadResult  259: 1 op, 100050.00 ns, 100.0500 us/op
WorkloadResult  260: 1 op, 102150.00 ns, 102.1500 us/op
WorkloadResult  261: 1 op, 101750.00 ns, 101.7500 us/op
WorkloadResult  262: 1 op, 111450.00 ns, 111.4500 us/op
WorkloadResult  263: 1 op, 100250.00 ns, 100.2500 us/op
WorkloadResult  264: 1 op, 98550.00 ns, 98.5500 us/op
WorkloadResult  265: 1 op, 102250.00 ns, 102.2500 us/op
WorkloadResult  266: 1 op, 98650.00 ns, 98.6500 us/op
WorkloadResult  267: 1 op, 99350.00 ns, 99.3500 us/op
WorkloadResult  268: 1 op, 164750.00 ns, 164.7500 us/op
WorkloadResult  269: 1 op, 104250.00 ns, 104.2500 us/op
WorkloadResult  270: 1 op, 106850.00 ns, 106.8500 us/op
WorkloadResult  271: 1 op, 99850.00 ns, 99.8500 us/op
WorkloadResult  272: 1 op, 99750.00 ns, 99.7500 us/op
WorkloadResult  273: 1 op, 100450.00 ns, 100.4500 us/op
WorkloadResult  274: 1 op, 101350.00 ns, 101.3500 us/op
WorkloadResult  275: 1 op, 147450.00 ns, 147.4500 us/op
WorkloadResult  276: 1 op, 110250.00 ns, 110.2500 us/op
WorkloadResult  277: 1 op, 109850.00 ns, 109.8500 us/op
WorkloadResult  278: 1 op, 116750.00 ns, 116.7500 us/op
WorkloadResult  279: 1 op, 111550.00 ns, 111.5500 us/op
WorkloadResult  280: 1 op, 109250.00 ns, 109.2500 us/op
WorkloadResult  281: 1 op, 110050.00 ns, 110.0500 us/op
WorkloadResult  282: 1 op, 108950.00 ns, 108.9500 us/op
WorkloadResult  283: 1 op, 109950.00 ns, 109.9500 us/op
WorkloadResult  284: 1 op, 108450.00 ns, 108.4500 us/op
WorkloadResult  285: 1 op, 109650.00 ns, 109.6500 us/op
WorkloadResult  286: 1 op, 109350.00 ns, 109.3500 us/op
WorkloadResult  287: 1 op, 158650.00 ns, 158.6500 us/op
WorkloadResult  288: 1 op, 101450.00 ns, 101.4500 us/op
WorkloadResult  289: 1 op, 100850.00 ns, 100.8500 us/op
WorkloadResult  290: 1 op, 104850.00 ns, 104.8500 us/op
WorkloadResult  291: 1 op, 100550.00 ns, 100.5500 us/op
WorkloadResult  292: 1 op, 98950.00 ns, 98.9500 us/op
WorkloadResult  293: 1 op, 98650.00 ns, 98.6500 us/op
WorkloadResult  294: 1 op, 98850.00 ns, 98.8500 us/op
WorkloadResult  295: 1 op, 101650.00 ns, 101.6500 us/op
WorkloadResult  296: 1 op, 98950.00 ns, 98.9500 us/op
WorkloadResult  297: 1 op, 99350.00 ns, 99.3500 us/op
WorkloadResult  298: 1 op, 99150.00 ns, 99.1500 us/op
WorkloadResult  299: 1 op, 99250.00 ns, 99.2500 us/op
WorkloadResult  300: 1 op, 103750.00 ns, 103.7500 us/op
// GC:  0 0 0 51600 1
// Threading:  3 0 1

// AfterAll
// Benchmark Process 54240 has exited with code 0.

Mean = 106.767 us, StdErr = 0.887 us (0.83%), N = 600, StdDev = 21.715 us
Min = 91.350 us, Q1 = 97.900 us, Median = 99.300 us, Q3 = 109.025 us, Max = 382.200 us
IQR = 11.125 us, LowerFence = 81.213 us, UpperFence = 125.713 us
ConfidenceInterval = [103.836 us; 109.699 us] (CI 99.9%), Margin = 2.932 us (2.75% of Mean)
Skewness = 6.13, Kurtosis = 59.1, MValue = 2.32

// ** Remained 1 (33.3%) benchmark(s) to run. Estimated finish 2026-09-07 17:17 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: PartitionedShutdownBenchmarks.DrainFullQueue: C_PublishedControl(OutlierMode=DontRemove, Affinity=00000000000000000100, EnvironmentVariables=DOTNET_TieredCompilation=0, Arguments=/p:ProductDirectory=C:/git/Dekaf-perf-improvements-20260907/pr-3109/published,/p:UseSharedCompilation=false, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)
// *** Execute ***
// Launch: 1 / 2
// Execute: dotnet Dekaf.Benchmarks-A_Published-1.dll --anonymousPipes 1540 1428 --benchmarkName Dekaf.Benchmarks.PartitionedShutdownBenchmarks.DrainFullQueue --job C_PublishedControl --benchmarkId 1 in C:\git\Dekaf-perf-improvements-20260907\pr-3109\comparison-long\bin\Release\net10.0\Dekaf.Benchmarks-A_Published-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.11 (10.0.11, 10.0.1126.37416), X64 RyuJIT x86-64-v3
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni,SERIALIZE VectorSize=256
// Job: C_PublishedControl(OutlierMode=DontRemove, Affinity=100, InvocationCount=1, IterationCount=300, LaunchCount=2, UnrollFactor=1, WarmupCount=30)

OverheadJitting  1: 1 op, 237000.00 ns, 237.0000 us/op
WorkloadJitting  1: 1 op, 47909000.00 ns, 47.9090 ms/op

OverheadWarmup   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 236100.00 ns, 236.1000 us/op
WorkloadWarmup   2: 1 op, 109900.00 ns, 109.9000 us/op
WorkloadWarmup   3: 1 op, 153600.00 ns, 153.6000 us/op
WorkloadWarmup   4: 1 op, 106000.00 ns, 106.0000 us/op
WorkloadWarmup   5: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadWarmup   6: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadWarmup   7: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadWarmup   8: 1 op, 107300.00 ns, 107.3000 us/op
WorkloadWarmup   9: 1 op, 156400.00 ns, 156.4000 us/op
WorkloadWarmup  10: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadWarmup  11: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadWarmup  12: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadWarmup  13: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadWarmup  14: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadWarmup  15: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadWarmup  16: 1 op, 114300.00 ns, 114.3000 us/op
WorkloadWarmup  17: 1 op, 106200.00 ns, 106.2000 us/op
WorkloadWarmup  18: 1 op, 106200.00 ns, 106.2000 us/op
WorkloadWarmup  19: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadWarmup  20: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadWarmup  21: 1 op, 106500.00 ns, 106.5000 us/op
WorkloadWarmup  22: 1 op, 112000.00 ns, 112.0000 us/op
WorkloadWarmup  23: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadWarmup  24: 1 op, 105300.00 ns, 105.3000 us/op
WorkloadWarmup  25: 1 op, 104000.00 ns, 104.0000 us/op
WorkloadWarmup  26: 1 op, 118500.00 ns, 118.5000 us/op
WorkloadWarmup  27: 1 op, 104200.00 ns, 104.2000 us/op
WorkloadWarmup  28: 1 op, 168200.00 ns, 168.2000 us/op
WorkloadWarmup  29: 1 op, 159600.00 ns, 159.6000 us/op
WorkloadWarmup  30: 1 op, 104100.00 ns, 104.1000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 106300.00 ns, 106.3000 us/op
WorkloadActual   2: 1 op, 115700.00 ns, 115.7000 us/op
WorkloadActual   3: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadActual   4: 1 op, 111400.00 ns, 111.4000 us/op
WorkloadActual   5: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual   6: 1 op, 103500.00 ns, 103.5000 us/op
WorkloadActual   7: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadActual   8: 1 op, 109300.00 ns, 109.3000 us/op
WorkloadActual   9: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  10: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  11: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  12: 1 op, 110800.00 ns, 110.8000 us/op
WorkloadActual  13: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  14: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadActual  15: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadActual  16: 1 op, 112300.00 ns, 112.3000 us/op
WorkloadActual  17: 1 op, 105600.00 ns, 105.6000 us/op
WorkloadActual  18: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  19: 1 op, 109100.00 ns, 109.1000 us/op
WorkloadActual  20: 1 op, 241200.00 ns, 241.2000 us/op
WorkloadActual  21: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadActual  22: 1 op, 132400.00 ns, 132.4000 us/op
WorkloadActual  23: 1 op, 105100.00 ns, 105.1000 us/op
WorkloadActual  24: 1 op, 113300.00 ns, 113.3000 us/op
WorkloadActual  25: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  26: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  27: 1 op, 104900.00 ns, 104.9000 us/op
WorkloadActual  28: 1 op, 113000.00 ns, 113.0000 us/op
WorkloadActual  29: 1 op, 145700.00 ns, 145.7000 us/op
WorkloadActual  30: 1 op, 178200.00 ns, 178.2000 us/op
WorkloadActual  31: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  32: 1 op, 109600.00 ns, 109.6000 us/op
WorkloadActual  33: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  34: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual  35: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadActual  36: 1 op, 102100.00 ns, 102.1000 us/op
WorkloadActual  37: 1 op, 102000.00 ns, 102.0000 us/op
WorkloadActual  38: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  39: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadActual  40: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual  41: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  42: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  43: 1 op, 105600.00 ns, 105.6000 us/op
WorkloadActual  44: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  45: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  46: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  47: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  48: 1 op, 103900.00 ns, 103.9000 us/op
WorkloadActual  49: 1 op, 161300.00 ns, 161.3000 us/op
WorkloadActual  50: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadActual  51: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  52: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadActual  53: 1 op, 112200.00 ns, 112.2000 us/op
WorkloadActual  54: 1 op, 102900.00 ns, 102.9000 us/op
WorkloadActual  55: 1 op, 112200.00 ns, 112.2000 us/op
WorkloadActual  56: 1 op, 102000.00 ns, 102.0000 us/op
WorkloadActual  57: 1 op, 111000.00 ns, 111.0000 us/op
WorkloadActual  58: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadActual  59: 1 op, 110700.00 ns, 110.7000 us/op
WorkloadActual  60: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  61: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadActual  62: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  63: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  64: 1 op, 104900.00 ns, 104.9000 us/op
WorkloadActual  65: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  66: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  67: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  68: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual  69: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  70: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadActual  71: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  72: 1 op, 108100.00 ns, 108.1000 us/op
WorkloadActual  73: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  74: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  75: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadActual  76: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  77: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  78: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadActual  79: 1 op, 104500.00 ns, 104.5000 us/op
WorkloadActual  80: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  81: 1 op, 112800.00 ns, 112.8000 us/op
WorkloadActual  82: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadActual  83: 1 op, 105500.00 ns, 105.5000 us/op
WorkloadActual  84: 1 op, 102100.00 ns, 102.1000 us/op
WorkloadActual  85: 1 op, 104000.00 ns, 104.0000 us/op
WorkloadActual  86: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  87: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  88: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadActual  89: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  90: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  91: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadActual  92: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  93: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  94: 1 op, 107500.00 ns, 107.5000 us/op
WorkloadActual  95: 1 op, 113700.00 ns, 113.7000 us/op
WorkloadActual  96: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadActual  97: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  98: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  99: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadActual  100: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  101: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  102: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  103: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  104: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadActual  105: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadActual  106: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  107: 1 op, 98600.00 ns, 98.6000 us/op
WorkloadActual  108: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  109: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  110: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  111: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  112: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  113: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadActual  114: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  115: 1 op, 135000.00 ns, 135.0000 us/op
WorkloadActual  116: 1 op, 104500.00 ns, 104.5000 us/op
WorkloadActual  117: 1 op, 94800.00 ns, 94.8000 us/op
WorkloadActual  118: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadActual  119: 1 op, 102000.00 ns, 102.0000 us/op
WorkloadActual  120: 1 op, 107900.00 ns, 107.9000 us/op
WorkloadActual  121: 1 op, 106200.00 ns, 106.2000 us/op
WorkloadActual  122: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  123: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  124: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  125: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadActual  126: 1 op, 110700.00 ns, 110.7000 us/op
WorkloadActual  127: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  128: 1 op, 157000.00 ns, 157.0000 us/op
WorkloadActual  129: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  130: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadActual  131: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadActual  132: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadActual  133: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  134: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  135: 1 op, 165000.00 ns, 165.0000 us/op
WorkloadActual  136: 1 op, 216300.00 ns, 216.3000 us/op
WorkloadActual  137: 1 op, 456900.00 ns, 456.9000 us/op
WorkloadActual  138: 1 op, 423500.00 ns, 423.5000 us/op
WorkloadActual  139: 1 op, 143400.00 ns, 143.4000 us/op
WorkloadActual  140: 1 op, 220000.00 ns, 220.0000 us/op
WorkloadActual  141: 1 op, 474300.00 ns, 474.3000 us/op
WorkloadActual  142: 1 op, 306100.00 ns, 306.1000 us/op
WorkloadActual  143: 1 op, 219300.00 ns, 219.3000 us/op
WorkloadActual  144: 1 op, 103200.00 ns, 103.2000 us/op
WorkloadActual  145: 1 op, 107300.00 ns, 107.3000 us/op
WorkloadActual  146: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  147: 1 op, 113500.00 ns, 113.5000 us/op
WorkloadActual  148: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadActual  149: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  150: 1 op, 159200.00 ns, 159.2000 us/op
WorkloadActual  151: 1 op, 107400.00 ns, 107.4000 us/op
WorkloadActual  152: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadActual  153: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  154: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  155: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadActual  156: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  157: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  158: 1 op, 103700.00 ns, 103.7000 us/op
WorkloadActual  159: 1 op, 93700.00 ns, 93.7000 us/op
WorkloadActual  160: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  161: 1 op, 135000.00 ns, 135.0000 us/op
WorkloadActual  162: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadActual  163: 1 op, 104300.00 ns, 104.3000 us/op
WorkloadActual  164: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadActual  165: 1 op, 95600.00 ns, 95.6000 us/op
WorkloadActual  166: 1 op, 108300.00 ns, 108.3000 us/op
WorkloadActual  167: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  168: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  169: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  170: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  171: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  172: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  173: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadActual  174: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  175: 1 op, 103800.00 ns, 103.8000 us/op
WorkloadActual  176: 1 op, 101400.00 ns, 101.4000 us/op
WorkloadActual  177: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  178: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  179: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  180: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadActual  181: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  182: 1 op, 105500.00 ns, 105.5000 us/op
WorkloadActual  183: 1 op, 110400.00 ns, 110.4000 us/op
WorkloadActual  184: 1 op, 104900.00 ns, 104.9000 us/op
WorkloadActual  185: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadActual  186: 1 op, 100700.00 ns, 100.7000 us/op
WorkloadActual  187: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  188: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  189: 1 op, 104300.00 ns, 104.3000 us/op
WorkloadActual  190: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  191: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  192: 1 op, 104700.00 ns, 104.7000 us/op
WorkloadActual  193: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  194: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  195: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  196: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadActual  197: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  198: 1 op, 142300.00 ns, 142.3000 us/op
WorkloadActual  199: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadActual  200: 1 op, 107400.00 ns, 107.4000 us/op
WorkloadActual  201: 1 op, 106100.00 ns, 106.1000 us/op
WorkloadActual  202: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadActual  203: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  204: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  205: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  206: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadActual  207: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadActual  208: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  209: 1 op, 103400.00 ns, 103.4000 us/op
